Transaction Date,Post Date,Description,Category,Type,Amount,Memo,12,,Year
2/6/2025,02/07/2025,MACYS  PENTAGON CITY,Shopping,Sale,-31.79,,,,2025
2/6/2025,02/07/2025,AMAZON MKTPL*3J22X1X33,Shopping,Sale,-24.36,,,,2025
2/6/2025,02/07/2025,VIATORTRIPADVISOR US,Travel,Sale,-110,,,,2025
2/6/2025,02/07/2025,VIATORTRIPADVISOR US,Travel,Sale,-78,,,,2025
2/6/2025,02/07/2025,VIATORTRIPADVISOR US,Travel,Sale,-130,,,,2025
2/6/2025,02/07/2025,AMAZON MKTPL*Z79TJ41Y1,Shopping,Sale,-15.09,,,,2025
2/5/2025,02/06/2025,THE OMELETTE CAFE,Food & Drink,Sale,-36.9,,,,2025
2/5/2025,02/06/2025,HARRIS TEETER #303,Groceries,Sale,-47.83,,,,2025
2/4/2025,02/05/2025,GOSSIP NAILS SPA,Personal,Sale,-77,,,,2025
2/4/2025,02/05/2025,Amazon.com*Z77NF5MD0,Home,Sale,-33.7,,,,2025
2/4/2025,02/05/2025,FIVE GUYS  4097 QSR,Food & Drink,Sale,-20.64,,,,2025
2/3/2025,02/04/2025,WALGREENS #13989,Health & Wellness,Sale,-18.01,,,,2025
2/3/2025,02/04/2025,DEL RIO RESTAURANT,Food & Drink,Sale,-59.23,,,,2025
2/3/2025,02/04/2025,BULLITT COUNTY PAWN,Collectibles,Sale,-564.21,,,,2025
2/2/2025,02/03/2025,HARRIS TEETER #303,Groceries,Sale,-110.51,,,,2025
2/2/2025,02/03/2025,SQ *AA DAMASCUS HANDMADE,Entertainment,Sale,-48.15,,,,2025
2/2/2025,02/03/2025,SHOWMASTERS INC,Personal,Sale,-18,,,,2025
2/2/2025,02/03/2025,AMAZON MKTPL*ZC04V06O1,Shopping,Sale,-21.19,,,,2025
2/2/2025,02/03/2025,AMAZON MKTPL*ZC28T16E1,Shopping,Sale,-18.36,,,,2025
2/1/2025,02/03/2025,7 11 WARRENTON,Gas,Sale,-41.72,,,,2025
2/1/2025,02/02/2025,AMAZON MKTPL*Z76NW5OL0,Shopping,Sale,-10.59,,,,2025
2/1/2025,02/02/2025,Amazon.com*Z77YB2U52,Shopping,Sale,-25.25,,,,2025
2/1/2025,02/02/2025,Amazon.com*ZC86I4YX0,Shopping,Sale,-11.68,,,,2025
2/1/2025,02/02/2025,Amazon.com*ZC0WZ6Y50,Shopping,Sale,-28.89,,,,2025
2/1/2025,02/02/2025,Amazon.com*Z72715UV2,Shopping,Sale,-19.81,,,,2025
2/1/2025,02/02/2025,Amazon.com*Z74J517U2,Shopping,Sale,-9.33,,,,2025
2/1/2025,02/02/2025,ADT SECURITY*403437551,Home,Sale,-58.99,,,,2025
2/1/2025,02/02/2025,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-62.54,,,,2025
2/1/2025,02/02/2025,DIGITALOCEAN.COM,Shopping,Sale,-6,,,,2025
1/31/2025,02/02/2025,Amazon.com*Z79OT3942,Shopping,Sale,-8.9,,,,2025
1/30/2025,01/31/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/30/2025,01/31/2025,Amazon.com*ZC0D192Y0,Shopping,Sale,-16.3,,,,2025
1/30/2025,01/31/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/30/2025,01/31/2025,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2025
1/29/2025,01/30/2025,TST*BUFFALO WING FACTORY,Food & Drink,Sale,-78.57,,,,2025
1/29/2025,01/30/2025,COLD STONE CREAMERY,Food & Drink,Sale,-15.37,,,,2025
1/28/2025,01/30/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/28/2025,01/30/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/28/2025,01/29/2025,GIANT FOOD INC #227,Groceries,Sale,-7.41,,,,2025
1/28/2025,01/29/2025,CHOICE HOME WARRANTY,Home,Sale,-75,,,,2025
1/26/2025,01/28/2025,HARRIS TEETER #303,Groceries,Sale,-72.47,,,,2025
1/26/2025,01/28/2025,CODE 3 ENTERPRISES,Collectibles,Sale,-1619.95,,,,2025
1/25/2025,01/28/2025,CHICK-FIL-A #02233,Food & Drink,Sale,-10.99,,,,2025
1/25/2025,01/28/2025,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2025
1/24/2025,01/28/2025,7-11 STORE 40049,Automotive,Sale,-14,,,,2025
1/24/2025,01/26/2025,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-37.77,,,,2025
1/24/2025,01/26/2025,HARRIS TEETER #303,Groceries,Sale,-158,,,,2025
1/24/2025,01/26/2025,BP#4843108GODWIN BP,Gas,Sale,-30.39,,,,2025
1/24/2025,01/26/2025,ETC*VA EMISSION TEST,Personal,Sale,-30,,,,2025
1/24/2025,01/24/2025,Payment Thank You Bill Pa,,Payment,6599.94,,,,2025
1/23/2025,01/23/2025,Amazon.com*ZC07M2HI2,Shopping,Sale,-10.57,,,,2025
1/23/2025,01/24/2025,AMAZON MKTPL*ZC5VT4B62,Shopping,Sale,-35.3,,,,2025
1/23/2025,01/24/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/23/2025,01/24/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/23/2025,01/24/2025,AMAZON MKTPL*ZG1LJ2LW1,Shopping,Sale,-10.59,,,,2025
1/21/2025,01/22/2025,COLD STONE CREAMERY,Food & Drink,Sale,-15.37,,,,2025
1/21/2025,01/22/2025,VERIZON*RECURRING PAY,Bills & Utilities,Sale,-214.35,,,,2025
1/21/2025,01/21/2025,AMAZON MKTPL*ZG1YB90M0,Shopping,Sale,-19.07,,,,2025
1/21/2025,01/21/2025,Amazon.com*ZC70S3JW2,Shopping,Sale,-7.71,,,,2025
1/19/2025,01/20/2025,AIRBNB * INC,Travel,Sale,-75,,,,2025
1/19/2025,01/20/2025,AIRBNB * HMS5ABHX35,Travel,Sale,-842.13,,,,2025
1/18/2025,01/19/2025,Amazon.com*Z550T3US0,Shopping,Sale,-15.35,,,,2025
1/18/2025,01/19/2025,HARRIS TEETER #0313,Groceries,Sale,-16.94,,,,2025
1/17/2025,01/17/2025,AMAZON MKTPL*Z511W14K1,Shopping,Sale,-26.04,,,,2025
1/17/2025,01/19/2025,UNITED      0162452326460,Travel,Sale,-11.2,,,,2025
1/17/2025,01/19/2025,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-49.86,,,,2025
1/17/2025,01/19/2025,UNITED      0162452326459,Travel,Sale,-11.2,,,,2025
1/17/2025,01/19/2025,HARRIS TEETER #303,Groceries,Sale,-93,,,,2025
1/16/2025,01/17/2025,KOHL'S #0326,Shopping,Sale,-38.14,,,,2025
1/16/2025,01/17/2025,WALGREENS #11234,Health & Wellness,Sale,-11.73,,,,2025
1/16/2025,01/17/2025,AMAZON MKTPLACE PMTS,Shopping,Return,15.89,,,,2025
1/15/2025,01/16/2025,HARRIS TEETER #303,Groceries,Sale,-13.97,,,,2025
1/15/2025,01/15/2025,AMAZON MKTPL*ZG53X4TL2,Shopping,Sale,-16.95,,,,2025
1/15/2025,01/15/2025,Amazon.com*ZD0F02KY1,Shopping,Sale,-9.53,,,,2025
1/14/2025,01/16/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/14/2025,01/16/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.19,,,,2025
1/14/2025,01/16/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2025
1/14/2025,01/16/2025,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.86,,,,2025
1/14/2025,01/15/2025,TST* ASHTON AVENUE FAMILY,Food & Drink,Sale,-75.9,,,,2025
1/14/2025,01/14/2025,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-145.77,,,,2025
1/13/2025,01/14/2025,MICHAELS STORES 8801,Shopping,Sale,-14.77,,,,2025
1/13/2025,01/13/2025,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-128.1,,,,2025
1/13/2025,01/13/2025,AMAZON MKTPL*Z54T89IC2,Shopping,Sale,-20.42,,,,2025
1/12/2025,01/13/2025,BP#7719081CEDAR RUN BP,Gas,Sale,-27.14,,,,2025
1/12/2025,01/13/2025,SQ *JPG TOWING,Shopping,Sale,-64,,,,2025
1/12/2025,01/13/2025,HARRIS TEETER #303,Groceries,Sale,-23.68,,,,2025
1/10/2025,01/12/2025,HARRIS TEETER #303,Groceries,Sale,-192,,,,2025
1/10/2025,01/12/2025,HARRIS TEETER #303,Groceries,Sale,-4.84,,,,2025
1/10/2025,01/12/2025,AMAZON MKTPL*ZD5RD2DJ0,Shopping,Sale,-19.07,,,,2025
1/9/2025,01/10/2025,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-71.08,,,,2025
1/8/2025,01/09/2025,AMAZON MKTPL*ZP3RS37R1,Shopping,Sale,-15.25,,,,2025
1/8/2025,01/09/2025,HARRIS TEETER #303,Groceries,Sale,-44.5,,,,2025
1/8/2025,01/09/2025,PY *Frontline Pest Contro,Home,Sale,-59,,,,2025
1/8/2025,01/09/2025,Amazon.com*Z59BA4322,Shopping,Sale,-16.06,,,,2025
1/8/2025,01/09/2025,AMAZON MKTPL*ZD60L00Y0,Shopping,Sale,-15.89,,,,2025
1/5/2025,01/06/2025,AMAZON MKTPL*ZP96V2UB0,Shopping,Sale,-41.32,,,,2025
1/4/2025,01/06/2025,SHEETZ 2205   00022053,Gas,Sale,-3.06,,,,2025
1/4/2025,01/06/2025,CHICK-FIL-A #02233,Food & Drink,Sale,-23.41,,,,2025
1/4/2025,01/05/2025,BP#4843108GODWIN BP,Gas,Sale,-37.45,,,,2025
1/4/2025,01/05/2025,RED ROBIN NO 584,Food & Drink,Sale,-16.89,,,,2025
1/3/2025,01/05/2025,HARRIS TEETER #0313,Groceries,Sale,-40.55,,,,2025
1/3/2025,01/05/2025,HARRIS TEETER #303,Groceries,Sale,-15.62,,,,2025
1/2/2025,01/03/2025,HARRIS TEETER #303,Groceries,Sale,-112.96,,,,2025
1/2/2025,01/03/2025,AMAZON MKTPL*ZD3KO0ZZ2,Shopping,Sale,-16.95,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZE9SJ6KC1,Shopping,Sale,-14.58,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZD3J73CE2,Shopping,Sale,-21.6,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZE8RM7K91,Shopping,Sale,-11.47,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZP29N8ES0,Shopping,Sale,-24.86,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZE7KY7KE1,Shopping,Sale,-18,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZD84L2CG2,Shopping,Sale,-12.43,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZE0R14KG1,Shopping,Sale,-14.38,,,,2025
1/2/2025,01/02/2025,AMAZON MKTPL*ZP2FF3EL0,Shopping,Sale,-30.78,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZP63V8A50,Shopping,Sale,-7.62,,,,2025
1/2/2025,01/02/2025,Amazon.com*ZP73V7AM0,Shopping,Sale,-9.33,,,,2025
1/1/2025,01/02/2025,ADT SECURITY*403437551,Home,Sale,-58.99,,,,2025
1/1/2025,01/01/2025,DIGITALOCEAN.COM,Shopping,Sale,-6,,,,2025
12/31/2024,01/01/2025,WALGREENS #13989,Health & Wellness,Sale,-23.89,,,,2024
12/31/2024,01/01/2025,AMAZON MKTPL*ZE1ZF2Q01,Shopping,Sale,-17.56,,,,2024
12/30/2024,12/31/2024,HARRIS TEETER #0313,Groceries,Sale,-17.43,,,,2024
12/30/2024,12/31/2024,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2024
12/30/2024,12/31/2024,HECTORS OF NOKESVILLE,Food & Drink,Sale,-19.68,,,,2024
12/30/2024,12/31/2024,Amazon.com*ZE40U1HI1,Shopping,Sale,-25,,,,2024
12/30/2024,12/31/2024,GOSSIP NAILS SPA,Personal,Sale,-40,,,,2024
12/30/2024,01/01/2025,EL TIO TEX-MEX GRILL,Food & Drink,Sale,-55.14,,,,2024
12/29/2024,12/30/2024,Amazon.com*ZE2G79AV1,Shopping,Sale,-4.53,,,,2024
12/29/2024,12/30/2024,AMAZON MKTPLACE PMTS,Shopping,Return,30.72,,,,2024
12/28/2024,12/29/2024,AMAZON MKTPL*ZP4PJ2TM2,Shopping,Sale,-40.23,,,,2024
12/28/2024,12/29/2024,AMAZON MKTPL*ZE3MP68B0,Shopping,Sale,-10.59,,,,2024
12/28/2024,12/29/2024,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-54.41,,,,2024
12/27/2024,12/27/2024,Amazon.com*Z92B65U51,Shopping,Sale,-7.73,,,,2024
12/27/2024,12/29/2024,CAFE RIO 0043 MANASSAS,Food & Drink,Sale,-33.08,,,,2024
12/27/2024,12/29/2024,SHOWMASTERS INC,Personal,Sale,-120,,,,2024
12/27/2024,12/29/2024,HARRIS TEETER #303,Groceries,Sale,-39.1,,,,2024
12/27/2024,12/29/2024,SQ *GROUND ZERO BALLISTIC,Shopping,Sale,-371,,,,2024
12/27/2024,12/29/2024,Amazon.com*ZE7K49XV0,Shopping,Sale,-15.89,,,,2024
12/26/2024,12/27/2024,AMAZON MKTPL*Z91942K71,Shopping,Sale,-27.36,,,,2024
12/26/2024,12/27/2024,AMAZON MKTPL*ZE5154IN2,Shopping,Sale,-30.72,,,,2024
12/26/2024,12/27/2024,Amazon.com,Shopping,Return,12.56,,,,2024
12/25/2024,12/27/2024,SHEETZ 2630   00026302,Gas,Sale,-39.08,,,,2024
12/25/2024,12/26/2024,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2024
12/25/2024,12/26/2024,7-ELEVEN 32976,Groceries,Sale,-30.24,,,,2024
12/25/2024,12/26/2024,7-ELEVEN 18467,Groceries,Sale,-4.53,,,,2024
12/25/2024,12/25/2024,Amazon.com*ZE7N796P2,Shopping,Sale,-25,,,,2024
12/24/2024,12/26/2024,BUDSGUNSHOP.COM LLC,Shopping,Sale,-200,,,,2024
12/24/2024,12/25/2024,HECTORS OF NOKESVILLE,Food & Drink,Sale,-41.54,,,,2024
12/24/2024,12/24/2024,Payment Thank You Bill Pa,,Payment,8765.92,,,,2024
12/24/2024,12/24/2024,Offer:Sunoco,Fees & Adjustments,Adjustment,0.21,,,,2024
12/23/2024,12/25/2024,CAB STORE GAINESVILLE  V,Shopping,Sale,-74.19,,,,2024
12/23/2024,12/24/2024,MAMA MIA PIZZA,Food & Drink,Sale,-36.7,,,,2024
12/23/2024,12/24/2024,HARRIS TEETER #303,Groceries,Sale,-16.12,,,,2024
12/23/2024,12/24/2024,HARRIS TEETER #303,Groceries,Sale,-5.14,,,,2024
12/23/2024,12/24/2024,BP#1929355CAPL VA0167,Gas,Sale,-40.74,,,,2024
12/23/2024,12/24/2024,BP#1929355CAPL VA0167,Food & Drink,Sale,-4.84,,,,2024
12/22/2024,12/24/2024,ULTIMATE DEFENSE FIRING,Collectibles,Sale,-676.21,,,,2024
12/22/2024,12/23/2024,Amazon.com*Z97BG7S90,Shopping,Sale,-13.58,,,,2024
12/22/2024,12/23/2024,Amazon.com*Z98TV0TZ1,Shopping,Sale,-7.55,,,,2024
12/22/2024,12/23/2024,GIANT FOOD INC #227,Groceries,Sale,-7.31,,,,2024
12/21/2024,12/23/2024,CAB STORE GAINESVILLE  V,Shopping,Sale,-127.17,,,,2024
12/20/2024,12/22/2024,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-51.44,,,,2024
12/20/2024,12/22/2024,FARRELL &amp; CROFT PC,Professional Services,Sale,-242.05,,,,2024
12/20/2024,12/22/2024,WINERY AT LA GRANGE,Food & Drink,Sale,-41.34,,,,2024
12/20/2024,12/22/2024,WEGMANS #42,Groceries,Sale,-23.2,,,,2024
12/20/2024,12/22/2024,WEGMANS #42,Groceries,Sale,-15.14,,,,2024
12/20/2024,12/22/2024,HARRIS TEETER #303,Groceries,Sale,-116,,,,2024
12/19/2024,12/22/2024,JUKE BOX DINER MANASSAS,Food & Drink,Sale,-15.65,,,,2024
12/19/2024,12/22/2024,SHELL OIL 57543989305,Gas,Sale,-10.06,,,,2024
12/19/2024,12/20/2024,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-42.9,,,,2024
12/19/2024,12/20/2024,PAINTED TREE DULLES,Shopping,Sale,-10.18,,,,2024
12/19/2024,12/20/2024,VERIZON*RECURRING PAY,Bills & Utilities,Sale,-214.35,,,,2024
12/19/2024,12/20/2024,AMZN Mktp US*Z91DG06G2,Shopping,Sale,-27.54,,,,2024
12/18/2024,12/19/2024,GIANT FOOD INC #227,Groceries,Sale,-23.09,,,,2024
12/18/2024,12/19/2024,HARRIS TEETER #303,Groceries,Sale,-22.62,,,,2024
12/18/2024,12/19/2024,VIOC BA4201,Automotive,Sale,-92.32,,,,2024
12/18/2024,12/19/2024,WALGREENS #13989,Health & Wellness,Sale,-30.42,,,,2024
12/17/2024,12/17/2024,AMAZON MKTPL*Z96XF1C32,Shopping,Sale,-7.26,,,,2024
12/16/2024,12/17/2024,DOLLAR TREE,Shopping,Sale,-13.13,,,,2024
12/16/2024,12/17/2024,GIANT FOOD INC #227,Groceries,Sale,-47.34,,,,2024
12/16/2024,12/16/2024,AMAZON MKTPL*Z127G57S2,Shopping,Sale,-19.52,,,,2024
12/15/2024,12/16/2024,AMAZON MKTPL*ZX6OJ6711,Shopping,Sale,-63.55,,,,2024
12/15/2024,12/16/2024,HARRIS TEETER #303,Groceries,Sale,-22.86,,,,2024
12/15/2024,12/16/2024,WWW.KOHLS.COM #0873,Shopping,Sale,-23.52,,,,2024
12/15/2024,12/16/2024,WWW.KOHLS.COM #0873,Shopping,Sale,-33.85,,,,2024
12/15/2024,12/16/2024,GIANT FOOD INC #227,Groceries,Sale,-6.65,,,,2024
12/14/2024,12/15/2024,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-145.06,,,,2024
12/14/2024,12/15/2024,WALGREENS #13989,Health & Wellness,Sale,-14.6,,,,2024
12/14/2024,12/15/2024,SQ *BLAZING BELLA GOURMET,Groceries,Sale,-10.6,,,,2024
12/14/2024,12/15/2024,SQ *CAPITAL ARTS AND CRAF,Entertainment,Sale,-36,,,,2024
12/14/2024,12/15/2024,WALGREENS #13989,Health & Wellness,Sale,-25.27,,,,2024
12/14/2024,12/15/2024,Amazon.com*ZX9K979U0,Shopping,Sale,-15.89,,,,2024
12/13/2024,12/13/2024,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-38.2,,,,2024
12/13/2024,12/15/2024,Amazon.com*ZX0M48J11,Shopping,Sale,-26.49,,,,2024
12/13/2024,12/15/2024,JARHEAD GUNS AND AMMO LLC,Collectibles,Sale,-570.9,,,,2024
12/13/2024,12/15/2024,GIANT FOOD INC #227,Groceries,Sale,-24.19,,,,2024
12/13/2024,12/15/2024,HARRIS TEETER #303,Groceries,Sale,-111,,,,2024
12/13/2024,12/15/2024,AMAZON MKTPL*Z19415NH2,Shopping,Sale,-12.71,,,,2024
12/13/2024,12/15/2024,BP#1929355CAPL VA0167,Gas,Sale,-24.96,,,,2024
12/12/2024,12/13/2024,WALGREENS #11234,Health & Wellness,Sale,-16.01,,,,2024
12/12/2024,12/13/2024,AMZN Mktp US*ZX5JV0GP0,Shopping,Sale,-6.31,,,,2024
12/12/2024,12/13/2024,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2024
12/12/2024,12/13/2024,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2024
12/12/2024,12/15/2024,SUNOCO 0402274500,Gas,Sale,-10.39,,,,2024
12/11/2024,12/12/2024,Amazon.com*ZR3V849W1,Shopping,Sale,-4.03,,,,2024
12/11/2024,12/12/2024,Amazon.com*ZX4MX7N40,Shopping,Sale,-12.56,,,,2024
12/10/2024,12/11/2024,HARRIS TEETER #303,Groceries,Sale,-30.28,,,,2024
12/10/2024,12/11/2024,PAINTED TREE DULLES,Shopping,Sale,-23.3,,,,2024
12/10/2024,12/11/2024,AMAZON MKTPL*ZR9NK6V91,Shopping,Sale,-3.7,,,,2024
12/10/2024,12/11/2024,KOHL'S #0326,Shopping,Sale,-29.67,,,,2024
12/9/2024,12/10/2024,AMAZON MKTPL*ZX9TN1AC2,Shopping,Sale,-8.63,,,,2024
12/9/2024,12/09/2024,Offer:Giant Food,Fees & Adjustments,Adjustment,1.25,,,,2024
12/8/2024,12/10/2024,7-ELEVEN 32976,Gas,Sale,-10.08,,,,2024
12/8/2024,12/09/2024,PY *Frontline Pest Contro,Home,Sale,-59,,,,2024
12/8/2024,12/09/2024,MT David Gilmour Stor,Bills & Utilities,Sale,-106.51,,,,2024
12/8/2024,12/09/2024,SQ *JOLLY SHOWS,Entertainment,Sale,-24,,,,2024
12/7/2024,12/08/2024,Amazon.com*ZR8JC4EJ0,Shopping,Sale,-10.6,,,,2024
12/7/2024,12/08/2024,GIANT FOOD INC #227,Groceries,Sale,-23.19,,,,2024
12/7/2024,12/08/2024,Amazon.com*ZR85O36U2,Shopping,Sale,-21.16,,,,2024
12/7/2024,12/08/2024,Hair Cuttery 3822,Health & Wellness,Sale,-117.6,,,,2024
12/7/2024,12/08/2024,GIANT FOOD INC #227,Groceries,Sale,-17.35,,,,2024
12/6/2024,12/08/2024,HARRIS TEETER #303,Groceries,Sale,-66.04,,,,2024
12/6/2024,12/08/2024,HARRIS TEETER #303,Groceries,Sale,-4.23,,,,2024
12/6/2024,12/08/2024,EB *2024 BULL RUN FEST,Entertainment,Sale,-32.77,,,,2024
12/6/2024,12/08/2024,THE HOME DEPOT #4648,Home,Return,23.03,,,,2024
12/6/2024,12/06/2024,AMZN Mktp US*ZR89084Y0,Shopping,Sale,-9.75,,,,2024
12/5/2024,12/06/2024,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-5.22,,,,2024
12/5/2024,12/06/2024,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2024
12/5/2024,12/06/2024,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-1.14,,,,2024
12/5/2024,12/06/2024,Hair Cuttery 4116,Health & Wellness,Sale,-34.8,,,,2024
12/4/2024,12/05/2024,GOSSIP NAILS SPA,Personal,Sale,-40,,,,2024
12/4/2024,12/05/2024,CAB STORE GAINESVILLE  V,Shopping,Sale,-21.17,,,,2024
12/4/2024,12/05/2024,HARRIS TEETER #303,Groceries,Sale,-71.82,,,,2024
12/4/2024,12/05/2024,OLD REPUBLIC HOME PROTECT,Home,Sale,-650,,,,2024
12/4/2024,12/05/2024,GIANT FOOD INC #227,Groceries,Sale,-25.03,,,,2024
12/4/2024,12/05/2024,BP#4843108GODWIN BP,Gas,Sale,-33.98,,,,2024
12/4/2024,12/05/2024,WWW.KOHLS.COM #0873,Shopping,Sale,-31.54,,,,2024
12/4/2024,12/04/2024,Offer:Giant Food,Fees & Adjustments,Adjustment,0.86,,,,2024
12/3/2024,12/04/2024,Amazon.com*ZL63Z8SL2,Shopping,Sale,-13.54,,,,2024
12/3/2024,12/04/2024,Amazon.com*ZL9BB2NX1,Shopping,Sale,-43.99,,,,2024
12/3/2024,12/04/2024,KOHL'S #0326,Shopping,Sale,-22.87,,,,2024
12/3/2024,12/04/2024,AMAZON MKTPL*ZL3C47BK0,Shopping,Sale,-9,,,,2024
12/3/2024,12/04/2024,AMAZON MKTPL*ZL4JV1800,Shopping,Sale,-10.57,,,,2024
12/2/2024,12/03/2024,WWW.KOHLS.COM #0873,Shopping,Sale,-9,,,,2024
12/2/2024,12/03/2024,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2024
12/2/2024,12/03/2024,HARRIS TEETER #303,Groceries,Sale,-94,,,,2024
12/1/2024,12/03/2024,CAB STORE GAINESVILLE  V,Shopping,Sale,-95.37,,,,2024
12/1/2024,12/02/2024,ADT SECURITY*403437551,Home,Sale,-58.99,,,,2024
12/1/2024,12/02/2024,Amazon.com*ZL0MG7ZR0,Shopping,Sale,-8.9,,,,2024
12/1/2024,12/02/2024,Amazon.com*ZL0OO9ZJ2,Shopping,Sale,-25.25,,,,2024
12/1/2024,12/02/2024,Amazon.com*Z34MS0SS1,Shopping,Sale,-17.16,,,,2024
12/1/2024,12/02/2024,WWW.KOHLS.COM #0873,Shopping,Sale,-43.22,,,,2024
12/1/2024,12/02/2024,Amazon.com*ZL6L89Z00,Shopping,Sale,-13.24,,,,2024
12/1/2024,12/02/2024,Amazon.com*ZL77K4ZU2,Shopping,Sale,-13.3,,,,2024
12/1/2024,12/02/2024,Amazon.com*ZL3188ZP2,Shopping,Sale,-15.66,,,,2024
12/1/2024,12/01/2024,DIGITALOCEAN.COM,Shopping,Sale,-6,,,,2024
11/30/2024,12/02/2024,THE HOME DEPOT #4648,Home,Sale,-15.88,,,,2024
11/30/2024,12/01/2024,Amazon.com*Z30QU3B11,Shopping,Sale,-24.86,,,,2024
11/30/2024,12/01/2024,AMAZON MKTPL*ZL6Y65OK0,Shopping,Sale,-5.93,,,,2024
11/30/2024,12/01/2024,HARRIS TEETER #303,Groceries,Sale,-25,,,,2024
11/30/2024,12/01/2024,WWW.KOHLS.COM #0873,Shopping,Sale,-10.79,,,,2024
11/30/2024,12/01/2024,HARRIS TEETER #303,Groceries,Sale,-114,,,,2024
11/30/2024,12/01/2024,GIANT FOOD INC #227,Groceries,Sale,-17.11,,,,2024
11/29/2024,12/01/2024,HOBBY-LOBBY #553,Shopping,Sale,-25.94,,,,2024
11/29/2024,12/01/2024,PAINTED TREE DULLES,Shopping,Sale,-11.14,,,,2024
11/29/2024,12/01/2024,Amazon.com*Z31Q791G1,Shopping,Sale,-12.07,,,,2024
11/29/2024,12/01/2024,DENNY'S #7410,Food & Drink,Sale,-43.05,,,,2024
11/28/2024,11/29/2024,MYLEGALHEAT.COM,Shopping,Sale,-57.93,,,,2024
11/28/2024,11/29/2024,EXXON 7-ELEVEN 32977,Gas,Sale,-31.71,,,,2024
11/28/2024,12/01/2024,7-ELEVEN 32977,Gas,Sale,-3.07,,,,2024
11/27/2024,11/29/2024,THE HOME DEPOT #4648,Home,Sale,-15.88,,,,2024
11/27/2024,11/28/2024,Amazon.com*NF9HQ5W73,Shopping,Sale,-16.73,,,,2024
11/27/2024,11/28/2024,AMAZON MKTPL*Z34OE5NU2,Shopping,Sale,-24.32,,,,2024
11/27/2024,11/28/2024,CAB STORE GAINESVILLE  V,Shopping,Sale,-77.34,,,,2024
11/27/2024,11/28/2024,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-62.04,,,,2024
11/26/2024,11/27/2024,CRAFT HOLSTERS,Shopping,Sale,-84.65,,,,2024
11/26/2024,11/27/2024,FOOD LION #0331,Groceries,Sale,-29.46,,,,2024
11/26/2024,11/27/2024,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2024
11/26/2024,11/27/2024,REG VIRGINIA 14  1675,Entertainment,Sale,-16.49,,,,2024
11/26/2024,11/26/2024,REGAL CINEMAS INC,Entertainment,Sale,-17.76,,,,2024
11/25/2024,11/26/2024,DEL RIO RESTAURANT,Food & Drink,Sale,-49.4,,,,2024
11/25/2024,11/26/2024,HARRIS TEETER #303,Groceries,Sale,-33.08,,,,2024
11/25/2024,11/26/2024,LOUDOUN GUNS,Collectibles,Sale,-298.75,,,,2024
11/25/2024,11/25/2024,Payment Thank You Bill Pa,,Payment,8906.08,,,,2024
11/24/2024,11/26/2024,THE HOME DEPOT #4648,Home,Sale,-7.35,,,,2024
